bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
0789-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0801-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0773-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0804-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
0774-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
0778-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
0886-13,UF,Lake Brownwood,BW1,DOC/DIC,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0887-13,UF,Lake Brownwood,BW2,DOC/DIC,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1215-13,UF,Lake Brownwood,BW3,DOC/DIC,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0704-13,UF,Lake Brownwood,BW4,DOC/DIC,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1197-16,UF,Lake Brownwood,BW1,UF bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1199-16,UF,Lake Brownwood,BW2,UF bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1202-16,UF,Lake Brownwood,BW3,UF bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1183-16,UF,Lake Brownwood,BW4,UF bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1170-17,UF,Lake Brownwood,BW1,F bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1169-17,UF,Lake Brownwood,BW2,F bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1166-17,UF,Lake Brownwood,BW3,F bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1151-17,UF,Lake Brownwood,BW4,F bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1042-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1043-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1041-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1093-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1040-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1038-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1026-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1027-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1028-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0715-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0713-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0705-14,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1003-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1004-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1005-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0990-01,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0255-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0977-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0989-14,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0476-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0475-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0981-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0283-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0985-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1088-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1087-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1089-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1075-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1076-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1077-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1059-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1058-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1054-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1062-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1061-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1060-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1140-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1141-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1142-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0823-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0831-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0797-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0826-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0818-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0822-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0796-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0795-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0812-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0702-13,UF,Lake OH Ivie,IV1,DOC/DIC,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
0889-13,UF,Lake OH Ivie,IV2,DOC/DIC,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
0885-13,UF,Lake OH Ivie,IV3,DOC/DIC,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
0697-13,UF,Lake OH Ivie,IV4,DOC/DIC,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1184-16,UF,Lake OH Ivie,IV1,UF bottle,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1192-16,UF,Lake OH Ivie,IV2,UF bottle,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1198-16,UF,Lake OH Ivie,IV3,UF bottle,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1185-16,UF,Lake OH Ivie,IV4,UF bottle,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1153-17,UF,Lake OH Ivie,IV1,F bottle,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1156-17,UF,Lake OH Ivie,IV2,F bottle,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1167-17,UF,Lake OH Ivie,IV3,F bottle,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1152-17,UF,Lake OH Ivie,IV4,F bottle,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0574-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0709-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
0572-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
0735-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0721-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0722-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1032-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1033-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1034-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0730-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
074-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0729-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0982-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0983-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
0986-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
0991-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0992-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0993-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0979-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0988-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0987-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0282-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0284-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0285-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1074-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1073-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1072-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1081-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1082-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1083-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1065-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1064-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1063-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1066-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1067-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1068-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0825-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0830-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
0829-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
0792-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0800-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0824-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0789-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0814-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1143-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0821-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0817-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0820-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0703-13,UF,Red Bluff Reservoir,RB1,DOC/DIC,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0883-13,UF,Red Bluff Reservoir,RB2,DOC/DIC,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0894-13,UF,Red Bluff Reservoir,RB3,DOC/DIC,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0698-13,UF,Red Bluff Reservoir,RB4,DOC/DIC,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0890-13,UF,Red Bluff Reservoir,RB5,DOC/DIC,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0892-13,UF,Red Bluff Reservoir,RB6,DOC/DIC,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1189-16,UF,Red Bluff Reservoir,RB1,UF bottle,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1186-16,UF,Red Bluff Reservoir,RB2,UF bottle,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1196-16,UF,Red Bluff Reservoir,RB3,UF bottle,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1187-16,UF,Red Bluff Reservoir,RB4,UF bottle,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1204-16,UF,Red Bluff Reservoir,RB5,UF bottle,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1182-16,UF,Red Bluff Reservoir,RB6,UF bottle,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1164-174,UF,Red Bluff Reservoir,RB1,F bottle,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1155-17,UF,Red Bluff Reservoir,RB2,F bottle,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1160-17,UF,Red Bluff Reservoir,RB3,F bottle,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1163-17,UF,Red Bluff Reservoir,RB4,F bottle,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1165-17,UF,Red Bluff Reservoir,RB5,F bottle,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1150-17,UF,Red Bluff Reservoir,RB6,F bottle,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0708-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0716-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0719-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0706-04,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0728-04,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1022-02,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0734-04,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0727-04,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0768-02,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0723-04,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0731-04,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0287-15,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1030-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1031-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1029-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0763-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0766-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
0762-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1111-01,F,Red Bluff Reservoir,RB1,tdnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1021-01,F,Red Bluff Reservoir,RB1,tdnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1112-01,F,Red Bluff Reservoir,RB1,tdnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
0980-14,F,Red Bluff Reservoir,RB2,tdnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
